,header,contents,date
944,"ISPS 한다 호주 여자 오픈 , 박인비 우승!!!","2020년 2월 16일 오늘 끝난 , ISPS 한다 호주 여자 오픈에서 박인비 선수가 우승 트로피에 입맞춤 하였다. 지난 13일부터 호주의 사우스... 3라운드에서 단독 선두였던 박인비와 단독 2위로 박인비의 뒤를 바짝 쫓던 조아연은 챔피언조에서 함께 라운딩을 하였다. 파4의 1번홀에서 보기를 하며...",2020. 2. 16.
945,박인비 연장패 @ 다이아몬드 LPGA 시즌개막전. 0121. 0118. 01172020,박인비는 전날 연장 3번째 홀에서 공이 물에 빠지며 3명이 겨루는 서든데스 플레이오프에서 먼저 탈락했었다. ■ leaderboard @ final round 선두 박인비에 5타 뒤진 공동5위로 출발한 가비 로페즈는 5언더로 이븐타에 그친 박인비와 13언더로 정규 라운드를 끝냈다. 특히 18번 마지막홀 에서...,2020. 1. 17.
946,[스릭슨]박인비 우승볼 2만원 대 할인행사 Z-STAR XV,"오늘은 박인비 우승볼로 많이 알고 계시는 스릭슨 Z-STAR와 Z-STAR XV를 저렴하게 구매하실 수 있는 행사와 관련해서 포스팅 할건데요. 2019 LPGA HUGEL-AIR PREMIA LA OPEN 우승 이민지 선수와 전인지 선수도 스릭슨의 Z-STAR 볼을 사용하고 있습니다. 지금 TINO5 8개 매장에서만 45,000원에...",2019. 7. 1.
947,2021 기아 클래식 우승상금 총상금 한국선수 박인비 고진영 우승 가즈아~ KIA 클래식...,기아 클래식 우승상금 총상금 박인비 우승 고진영 우승 가즈아~ KIA 클래식 중계방송은 언제? LPGA 기아클래식 골프대회가 최종라운드를 앞두고 한국의 박인비 고진영 선수가 우승에 도전중입니다. 2021년 3월25일~29일까지 4일간 미국 캘리포니아주 아비아라gc에서 펼쳐지는데요. 3라운드를...,2021. 3. 28.
948,넬리 197 3.타바타나킷 126 4.리디아 고 120 5.이민지 102 6.나사 98 7.박인비 82,◆롤렉스 올해의 선수상(1966년 창설) 1.고진영(한국) 211점 2.넬리 코다(미국) 197점 3.패티 타바타나킷(태국) 126점 4.리디아 고(뉴질랜드) 120점 5.이민지(호주) 102점 6.하타오카 나사(일본) 98점 7.박인비(한국) 82점 8.안나 노르드크비스트(스웨덴) 68점 9.렉시 톰슨...,2021. 11. 23.
949,제주삼다수 마스터스... 고진영 박인비 출전,"달성한 박인비, KLPGA 상반기 8승을 합작하며 ‘트로이카 체제’를 구축한 최혜진, 이다연, 조정민 선수, 디펜딩 챔피언 오지현 선수 등 국내외... 삼다수가 후원하는 골든 커리어 그랜드슬램을 달성한 박인비(31, KB금융그룹)를 비롯해 디펜딩 챔피언 오지현(23, KB금융그룹)도 출사표를...",2019. 8. 6.
950,[5년 전 오늘] 박인비 사주 (프로 골퍼),5년 전 오늘 박인비 사주 (프로 골퍼) 박인비 사주 (프로 골퍼) <이미지 출처 : 네이버 - 박인비> □ 프로필 ◑ 출 생 : 1988. 7. 12 (음 88. 5. 29) ◑ 소 속 : KB 금융그룹 ◑ 학 력 - 네바다주립대학교 라스베이거스캠퍼스 호텔경영학과 학사 - 광운대학교 생활체육과 학사 - 숙명여자대학교...,2021. 8. 21.
951,ANA 첫날 고진영 3언더파 선두권…박인비는 2언더파,여자 골프 세계랭킹 1위 고진영(26)과 2위 박인비(33)가 투어 시즌 첫 대회에서 순조로운 출발을 알렸다. 2일(한국시간) 미국... 박인비는 2언더파 70타를 쳤다. 이날 대회 1라운드에서 고진영은 버디 4개와 보기 1개를 곁들인 3언더타 69타를 적었다. 고진영은 11번홀까지 보기...,2021. 4. 2.
952,[2021 LPGA TOUR] 기아클래식 전인지 실격 사유 및 박인비 스코어는??? [스코어 카드...,골프여제 박인비 선수가 호주의 델리사 레이드 선수와 5타차 1위로 3라운드를 마쳤습니다. 이대로 라면 최종 라운드에서 여유있는 승리가 예상이 됩니다. 전인지 선수가 2라운드 실격을 안했다면 TOP10안에 드는 성적이였는데요. 3라운드에서 타수를 충분히 줄일수 있는걸 감안하면 충분히 박인비...,2021. 3. 28.
953,"'2주 연속 우승 도전' 박인비 ""기복 없는 플레이 만족""",미국여자프로골프(LPGA)투어에어 2연속 우승을 도전하는 '골프 여제' 박인비(33‧KB금융그룹)가 시즌 첫 메이저 대회인 ANA 인스퍼레이션(총상금 310만달러) 2라운드까지 플레이에 만족했다. 박인비는 3일(한국시간) 미국 캘리포니아주 란초 미라지의 미션 힐스 컨트리클럽(파72·6865야드)에서...,2021. 4. 3.
954,박인비의 컴퓨터 퍼팅..,박인비의 컴퓨터 퍼팅.. 엉덩이·무릎 고정…스트로크로만 퍼팅해야.. 이번에는 집에서 퍼팅 달인이 되도록 하는 연습법을 알려 드리겠다. 주인공은 바로 ‘컴퓨터 퍼팅’ 박인비이다. 사실 박인비도 늘 퍼팅 때문에 고민이 많다. 늘 똑같은 퍼팅을 하는 듯하지만 자신에게 최적의 퍼팅 느낌을 찾기...,2019. 3. 12.
955,"뱅크오브호프LPGA매치플레이 2일 대회결과... 박인비, 유소연 인터뷰","WINNER 박인비 (1-0-1) 5&3 Celine Boutier (1-1-0) WINNER 유소연 (2-0-0) 4&3 지은희 (1-1-0) 이미림 (0-1-1) TIED Ryann O'Toole (0-1-1)... 인터뷰 박인비 Q. 오늘 5&3로 승리했는데, 소감은? -첫 홀에 보기로 출발하면서 시작은 좋지 않았지만 그래도 그...",2021. 5. 28.
956,"세계랭킹 고진영 2위, 박인비 3위, 김세영 4위, 김효주 6위","세계랭킹 고진영 2위, 박인비 3위, 김 세영 4위, 김효주 6위 기사입력 2021.08.10. 오후 11:37 최종수정 2021.08.10. 오후 11:37 101 올림픽 여자 골프... (26), 박인비(33), 김세영(28), 김효주(26)가 세계랭킹을 유지했다. 올림픽에서 동메달을 딴 리디아 고(뉴질랜드)는 세계랭킹 10위 이내에 다시...",2021. 8. 11.
957,박인비의 아이언샷 숏게임 노하우,"오늘은 박인비 프로 골퍼를 통해 아이샷의 숏게임 노하우를 배우시기 바랍니다. 네이버 골프 클래스 박인비의 첫번째 미션 도전 영상 ""아이언샷으로 1미터 그린을 공략하라"" 성공했을까요? 동영상으로 확인해 보세요!!! 오늘 동영상이 유익하셨다면 공감과 댓글 부탁합니다. 감사합니다. 다른...",2021. 4. 7.
958,"14014 탄 박인비, ‘스릭슨 골프웨어’ 입는다",박인비가 3일 해피랜드 코퍼레이션의 골프웨어 브랜드 ‘스릭슨 골프웨어’와 의류 후원 계약을 맺었다. 스릭슨 골프웨어 제공 박인비가 3일 해피랜드 코퍼레이션의 퍼포먼스 골프웨어 브랜드 ‘스릭슨 골프웨어’와 의류 후원 계약을 맺었다. 박인비는 앞으로 미국여자프로골프(LPGA) 및...,2021. 2. 3.
959,"[골프] 뽀로로 골프놀이, 박인비 키즈를 꿈꾸며","ㅎㅎ 지난 주말 박인비가 통산 20번째 우승을 차지한 걸 아는 걸까 골프를 치겠다는 산세 ㅎㅎ 아직 아빠도 없는 골프클럽을 가지고 있다니 부럽습니다 ㅋㅋㅋ 드라이버, 아이언 2개, 퍼터, 골프백, 공 3개와 홀컵을 보유한 박인비 키즈, 산세~~ ㅋㅋㅋ 장갑을 착용하시고 퍼터로 골프가 아닌 하키를...",2020. 2. 18.
960,"ANA 인스퍼레이션 2021 LPGA 투어 우승 상금 출전(고진영, 박인비, 김세영, 김효주...",2021 LPGA 투어가 정상적으로 진행되면서 시즌 초 미국 선수들의 활약으로 최근에 열리 3개 대회에 우승하였는데 시즌 네 번째 대회인 기아클래식에서 한국의 박인비 선수가 한국 여자선수로는 첫 승을 신고하며 기분 좋은 소식을 알렸는데요. 박인비 선수는 이번 시즌에...,2021. 3. 30.
961,KPMG 여자 PGA 챔피언십 3R_김세영 선두 박인비 4위,"지난 2013년부터 2015년까지 이 대회 3연패에 성공한 박인비도 3라운드에서 힘을 냈다. 박인비는 3라운드에서 4타를 줄이는 데 성공해 중간합계 4언더파 단독 4위다. 김세영과는 3타 차로 시즌 2승째이자 이번 대회 4승에 도전한다. 뒤를 이어 전인지가 이븐파 공동 11위, 지난 2018년 이...",2020. 10. 11.
962,"박인비, 둘째날 3타 더줄여 단독선두 유지","3타 더 줄인 박인비 ""1R만큼 퍼팅이 잘 안 됐지만…"" 글자 크기 박인비(33)가 미국여자프로골프(LPGA) 투어 KIA 클래식(총상금 180만 달러) 2라운드에서도 선두를 유지하고 있다. 박인비는 27일(한국시간) 미국 캘리포니아주 칼즈배드의 아비아라 골프클럽(파72)에서 열린 대회 2라운드에서 버디...",2021. 3. 27.
963,14795 탄 ‘남편 캐디’와 노 보기 8언더···박인비 2승 전망 ‘맑음’,"LPGA HSBC 월드 챔피언십 1R 단독 선두 페어웨이 안착 100%, 26개 짠물 퍼트 박인비. 올림픽 금메달이 정점일 줄 알았던 박인비(33)의 골프 인생은 여전히 내리막을 모른다. 2016년 리우데자네이루 올림픽 여자 골프 금메달 이후에만 4승을 보태 미국여자프로골프(LPGA) 투어 통산 우승을 21승으로...",2021. 4. 29.
964,"어제의 핫이슈, 16일 29번째확진자·대설주의보·박인비·손흥민","어제의 핫이슈, 16일 29번째확진자·대설주의보·박인비·손흥민 [스페셜타임스 정진욱 기자] 안녕하세요 스페셜타임스 입니다. 어제 16일 핫이슈를... 프로골퍼 박인비가 미국여자프로골프인 LPGA투어 호주여자오픈에서 최종 14언더파 278타를 기록하며 오랜만에 우승을 차지하며 20승 고지에...",2020. 2. 17.
965,"[2021년5주차] 여자골프 세계랭킹 TOP 50 [고진영,김세영,박인비,김효주,박성현...",여자골프세계랭킹 TOP 10 1위 고진영(대한민국) 2위 김세영(대한민국) 3위 박인비(대한민국) 4위 넬리 코다(미국) 5위 대니얼 강(미국) 6위 브룩... 올 한해도 1위를 쭈욱 지킬수 있을지~ 특히 박인비 선수의 3위 도약이 가장 놀랍네요. 도쿄 올림픽 2연패를 위해 랭킹을 끌어올린다고 했는데...,2021. 2. 3.
966,경주 블루원 디아너스 CC 박인비 인비테이션이 열렸던 라운딩 후기~2편,"겨루는 박인비 인비테이셔널이 29일오전 10시 30분 여기 경주 블루원 디아너스 CC에서 펼쳐졌었다하네요 고진영, 이정은6, 이민지, 김효주, 다니엘 강, 지은희, 양희영, 유소연, 박인비, 이미향, 허미정, 신지은, 리디아 고 등 LPGA 선수 13명과 최혜진, 장하나, 이다연, 박채윤, 조아연, 조정민, 김지영2...",2020. 5. 25.
967,"KLPGA 투어 신인왕 후보 김재희 ""롤모델 박인비, 의연함 닮고 싶다""","""박인비 프로님의 의연함을 닮고 싶다."" KLPGA는 22일 ""2021시즌 개막이 두 달여 앞으로 다가온 가운데, 올 시즌 골프 팬들의 시선을 사로잡을... 박인비를 롤모델로 꼽은 김재희는 “대회에서 가끔 심리적으로 흔들릴 때가 있는데, 강한 멘탈에서 나오는 박인비 프로님의 의연함을 닮고 싶어...",2021. 2. 22.
968,젝시오11 & X 일레븐 남성용 드라이버 보상판매 이벤트!!!!!박인비가 확실히 쏜당!...,"김정은이 아니공,~~박인비가 확실히 쏜다고 합니당!! KOOD NEWS! 안녕하세요.~ 골프치는 Rock커 KOO 골프샵의 쿠대표입니다.~ 저의 고향~저의 홈타운~ 저의 페르소나~ 던롭 젝시오에서,~확실히 쏜다고 합니다.! 박인비 LPGA 통산 20승 달성 기념으로 기존 사용...",2020. 3. 5.
969,"KLPGA 제주 삼다수 마스터스 박인비, 고진영 프로 출전!","2019 LPGA 상금랭킹 1위인 고진영 선수와 2020 상금랭킹 1위인 박인비 프로가 출전한다고 해서 더 기대를 모으고 있습니다. 주요 선수... 고진영 프로 스윙 그다음은 박인비 프로입니다! 박인비 출생 : 1988/7/12(32세), 경기도 성남 학력 : 네바다주립대학교 라스베이거스...",2020. 7. 28.
970,"LPGA 박인비, 포틀랜드 클래식에서 5위 올 시즌 5번째 톱10에...","#LPGA 박인비#LPGA#박인비#골프여제#미국 오리건주 포틀랜드#컬럼비아 에지워터 컨트리클럽#캄비아 포틀랜드 클래식#침묵의 암살자 박인비#침묵의 암살자 미국 오리건주 포틀랜드의 컬럼비아 에지워터 컨트리클럽(파72ㆍ6,478야드)에서 열린 캄비아 포틀랜드 클래식에서 박인비 선수 5위에...",2020. 9. 21.
971,"*박인비 우승-2020 LPGA 투어 ""ISPS 한다 호주 여자 오픈""*","*박인비 우승-2020 LPGA 투어 ""ISPS 한다 호주 여자 오픈""* 2020 LPGA 투어 시즌 4번째 대회인 ""ISPS 한다 호주 여자 오픈""대회 마지막날에 3타차 단독선두로 최종라운드에 나선 박인비는 1타 를 잃었지만 최종합계 14언더파로 2018년 3월 파운더스컵 이후 1년 11개월 만에 LPGA 투어 개인 통산 20승을...",2020. 2. 16.
972,2020 도쿄올림픽 골프중계일정 및 명단 (박인비 고진영 김세영 김효주 김시우 임성재...,2016 리우올림픽 여자골프종목에서 박인비가 골프종목 사상 첫 여자골프에서 금메달을 따면서 큰 감동을 주었던 골프종목은 이번 역시... 01 하이트진로 박인비 프로필 세계랭킹 : 3위 생년월일 : 1988년 7월 12일 신체 : 키 168cm 소속팀 : KB금융그룹 학력 : 숙명여자대학교...,2021. 7. 30.
973,"14458 탄 박인비의 웃음 ""KIA 클래식, 몇 번 우승을 놓쳤었는데…""","박인비. LPGA 투어 인스타그램 ""아름다운 트로피네요."" 박인비(33)가 드디어 KIA 클래식 우승 트로피를 수집했다. 10번 출전해 준우승만 세 차례 기록했던 대회. 하지만 11번째 출전에서는 나흘 내내 선두를 놓치지 않았고, 와이어 투 와이어 우승을 완성했다. 박인비는 29일(한국시간) 미국...",2021. 3. 29.
974,15276 탄 박인비 “애국가 다시 한번” 고진영 “후회 없는 올림픽”,"출전하는 박인비(33), 고진영(26), 김세영(28), 김효주(26)가 30일 일제히 올림픽을 향한 각오를 전했다. 2016 리우데자네이루 올림픽에서 금메달을 목에 건 박인비는 30일 소속사를 통해 “두 번째 올림픽 출전은 나의 큰 꿈이자 올해 가장 중요한 목표였다”고 말했다. 이어 “올림픽은 쉽게 오는...",2021. 7. 1.
975,유현주/박인비 골프 고글 오클리 프리즘 다크 골프 선글라스 OO9453-01,#유현주골프고글 #박인비골프고글 #오클리다크골프선글라스 #골프선글라스 지금의 골프 고글의 경우에는 최초의 전면 무테 스포츠 선그라스 서브제로에서 영감으 받은 이브이제로로 무게감을 최소화하기 위해서 무테라인을 살려주었습니다. OAKLEY ASCEND 초경량 오메터 소재 프레임 최고의 가벼움과...,2021. 5. 23.
976,오렌지라이프 챔피언스트로피 박인비 인비테이셔널대회가 열렸습니다.,세계를 주름잡는 우리나라 여자골프 선수들이 모두 한자리에 모여서 뜨거운 경기를 펼치는 박인비인비테이셔널대회가 경주 블루원 디아너스CC에서 성대하게 열렸습니다. 대회요강 대회명 오렌지라이프 챔피언스트로피 박인비 인비테이셔널 대회일정 공식 연습일2020년 8월 5일 수요일...,2020. 8. 7.
977,"조인성 파타고니아 코트자켓,엘레쎄맨투맨옷차태현맨투맨,박인비 독도새우,원천상회","210415 어쩌다사장 8회패션옷 조인성 파타고니아 코트자켓,엘레쎄맨투맨,차태현맨투맨,박인비 독도새우,원천상회 차태현 어반디타임 맨투맨 옷,원천상회 위치 화천군 오늘은 이어서 어쩌다사장 포스팅도 해보려고 하는데요 오늘 방송에서는 박인비,동생 박인하,남편 남기협씨가 원천상회에 방문을...",2021. 4. 16.
978,"박인비, KIA 클래식 우승...세계 2위 도약","주말에 캘리포니아에서 열린 KIA 클래식에서 우승함으로써, LPGA 명예의 전당에 올라있는 박인비는 LPGA 통산 21승을 기록했다. LPGA 이로서 박인비는 한국인 LPGA투어 최다승 기록을 갖고 있는 박세리(44)의 25승에 4승 차이로 다가섰다. 32세의 박인비는 박세리가 1998년...",2021. 3. 30.
979,[KLPGA 멤버스 7월호 케이의 스포트라이트] 골프 여제 박인비에 당당히 맞선 장타퀸!...,"골프 여제 박인비에 당당히 맞선 장타퀸! 2018 두산 매치플레이 챔피언십 2위 김아림 지난 ‘2018 두산 매치플레이 챔피언십’에서 세계랭킹 1위의 박인비를 상대로 당당히 멋진 플레이를 선보인 그녀, 김아림. 결승전에서 박인비와 만난 김아림은 단 한 홀도 쉽게 내주지 않는 치열한...",2018. 7. 10.
980,박인비 인비테이셔널 올해도 KLPGA팀 우승(박인비 이보미 남편 캐디),"박인비 인비테이셔널 올해도 KLPGA팀 우승 ! 올해 6회를 맞은 오렌지라이프 챔피언스토로피 박인비 인비테이셔널은 세계 최강 한국 여자 골프를 아우르는 축제로 자리 잡아, 작년에 이어 올해도 KLPGA팀의 우승으로 막을 내렸다 ! 국내외 스타들이 승부의 무게를 조금은 내려놓고 함께 웃고...",2020. 8. 10.
981,"빨간 바지 김세영, 박인비 제치고 첫 메이저 우승컵 들었다",박인비 5타차로 제치고 KPMG 챔피언십 최종 우승 11개월 만에 LPGA우승 ‘통산 11승’강영수 기자 ‘빨간 바지의 마법사’ 김세영(27)이... 김세영은 최종합계 14언더파 266타를 기록해 박인비(9언더파 271타)를 5타 차로 제치고 우승을 차지했다. 지난 2015년부터 LPGA 투어에 나선 김세영의...,2020. 10. 12.
982,"박인비 LPGA ""한다 호주여자오픈"" 3타차 단독선수 사용 클럽은???",정반장입니다~ 오늘은 대한민국 대표 골프여제 박인비 선수의 소식입니다. LPGA투어 ISPS 한다 호주 오픈에서 3R 를 마친 현재 -15언더파로 선두를 지키고 있습니다. 2위 역시 대한민국 선수인 조아연 선수와 3타차이네요. 2020년 도쿄 올림픽 출전을 목표로 새롭게 골프채를 바꾼 박인비 선수의...,2020. 2. 16.
983,"14467 탄 골프여제 저력 보여준 박인비, 올림픽 2연패 정조준",kIA 클래식 우승 축하받는 박인비(가운데) '골프 여제' 박인비(33)의 올림픽 열정이 더욱 뜨겁게 달아올랐다. 이미 2016 리우데자네이루 올림픽에서 여자골프 금메달을 목에 건 박인비는 올해 7월 도쿄올림픽에서 또 하나의 금메달 사냥에 나설 채비를 하고 있다. 박인비는 29일(한국시간) 미국...,2021. 3. 29.
984,"14704 탄 세계랭킹 1위 욕심내는 박인비, 느긋한 고진영 3주만에 맞대결",지난주 하와이에서 열린 롯데챔피언십에는 세계랭킹 2위인 박인비(33)와 3위인 김세영(28)은 출전했지만 2019년 8월부터 세계랭킹 1위 자리를 굳건히 지켜오고 있는 고진영(26)은 대회에 나가지 않고 그 대신 샷을 열심히 가다듬었다. 박인비가 롯데챔피언십에서 공동 2위를 차지하면서 고진영과...,2021. 4. 21.
985,박인비 LPGA 통산 20승 박세리에 이어 한국인 2호기록,#박인비 안녕하세요! 입춘이 다가온지 꽤나 지났는데 날씨가 포근해졌다가도 다시 쌀쌀해지네요. 근래에 난리도 아니였던 코로나 바이러스가... ^^ 바로 한국의 박인비 선수가 미국여자프로골프 LPGA 통산20승을 달성했습니다~(짝짝짝) 같은 한국인으로써 애국심이 뿜어져 나오는 소식이죠?^^ 모든지...,2020. 2. 17.
986,"린시위(-14) 선두, 박인비(-13) 공동2위...HSBC 월드챔피언십3R",com/tournaments/hsbc-womens-world-championship/leaderboard) Player To Par Score 1 Xiyu Lin -14 67-68-67 T2 Hannah Green -13 71-66-66 T2 박인비 -13 64-69-70 주요 한국선수 순위 T5 전인지 -10 71-69-66 T5 유소연 -10 67-69-70 T5 전인지 -10 71-69-66 주요 한국 선수 인터뷰 박인비 (-13...,2021. 5. 1.
987,박인비의 드라이버샷 ‘정타치기’..,"박인비의 드라이버샷 ‘정타치기’.. 발바닥에 힘주고 척추 각도 유지가 기본.. 최근 ‘골프 여제’ 박인비가 자신이 사용하는 젝시오 골프클럽 행사에서, ‘타수 줄이는 방법’에 대한 노하우를 알려줬다. 박인비는 “장타를 만들어내기 위해 힘을 많이 쓰거나, 다양한 테크닉을 사용하기 위해서는...",2018. 12. 21.
988,"LA 오픈 LPGA 우승 상금 세계랭킹 한국 여자 골프 출전선수(고진영, 박인비, 김세영)","여자골프 세계랭킹 1~3위인 고진영(26), 박인비(33), 김세영(28)이 2주 만에 경기에 나설 준비를 하고 있습니다. 여자 골프를 대표하는... 비롯해 박인비, 김세영, 박성현, 이정은6, 유서연 등의 국내 패표 선수들과 리디아 고, 넬리 코다, 다니엘 강, 렉시 톰슨 등이 출전하게...",2021. 4. 21.
989,박인비 ‘도쿄올림픽 출전 확정’ 소감 인터뷰,"박인비 ‘도쿄올림픽 출전 확정’ 소감 인터뷰 1. 올림픽 출전 확정 소감은? - 두 번째 올림픽 출전은 나의 큰 꿈이자 올 해 가장 중요한 목표였고... 박인비에게 올림픽이란? - 올림픽을 지금까지 한 번 밖에 경험하지 못했지만, 다른 시합과는 많은 부분에서 차이를 느꼈던 것 같다. 골프는 개인...",2021. 7. 15.
990,15623 탄 3.5kg짜리 가벼운 골프백으로 바꾼 박인비..이유는?,결혼 후 투어 동행 박인비가 9일 경기도 이천 블랙스톤 이천CC에서 열린 KLPGA 투어 KB금융 스타 챔피언십 1라운드에서 캐디로 나선 남편 남기협 씨와 대화를 나누며 페어웨이를 걸어가고 있다. 박인비는 이날 평소 쓰던 투어용 골프백 대신 캐디를 하는 남편을 위해 무게가 절반 밖에 나가지 않는...,2021. 9. 10.
991,13609 탄 ‘V3’ 박인비 꿈…꿈 아니다,"골프 여제, US여자오픈서 새로운 역사에 도전 2008년 최연소 우승 - ‘골프 여제’ 박인비가 2008년 US여자오픈에서 우승을 차지한 뒤 우승컵에 입맞춤하고 있다. 당시 만으로 19세 11개월이던 박인비의 우승은 지금도 US여자오픈 최연소 우승 기록으로 남아 있다. 한국 여자골프 선수 가운데...",2020. 12. 9.
992,박인비 프로 LPGA 20승,"대표적인 박세리 키즈인 박인비프로가 LPGA 20승을 달성했다 침묵의 암살자. 박인비 프로의 별명이다 강한 멘탈, 어떠한 상황에서도 감정을 드러내지 않는 냉정함 아마추어의 입장에서 박인비골프의 어떤 면을 눈여겨봐야 할까? 1. 골프교본에 나오는 정석 스윙의 모습은 아니고, 미학적으로도 아주...",2020. 2. 17.
993,"오늘부터 도쿄올림픽 여자 골프 시작. 박인비, 고진영, 김세영, 김효주 출전_경기 간단 룰","오늘부터 여자 골프 시작 한국은 랭킹이 높아서 4명 출전 박인비, 고진영, 김세영, 김효주 *2021도쿄올림픽, 가스미 가세키 CC 동코스, Par 71, 6648야드 *경기방식: 스트로크 플레이, 컷오프 없이 전 선수 18홀씩 4라운드 *경기 간단 룰 ㆍ",2021. 8. 4.
994,1R 결과 하이라이트 (고진영·박성현·유소연 승리. 박인비 이정은6 무승부),박인비 이정은6 김세영 무승부 김효주 패배 첫 날부터 심장이 쫄깃쫄깃 합니다 (서울=연합뉴스) 최인영 기자 = 세계랭킹 1위 고진영(26)이 4년... 세계랭킹 2위 박인비(33)는 제니퍼 장(미국)과 무승부를 거뒀다. 박인비는 1홀 차로 끌려가다가 마지막 18번홀(파5)에서 버디를 잡아내면서...,2021. 5. 27.
995,오렌지라이프 챔피언스트로피 박인비 인비테이셔널 경기 방식 KLPAG 우승 상금,"오렌지라이프 챔피언스트로피 박인비 인비테이셔널 대회로 국내 KLPGA와 국외 LPGA, JPGA에서 활약하고 있는 26명의 선수들이 참가하여 박인비 인비테이셔널이 경주 블루원 디아너스 CC에서 열릴 예정입니다. https://gj.blueone.com/mobile/ 이번에 열리는 오렌지라이프 챔피언스트로피 박인비...",2020. 8. 5.
996,200216. 박인비 LPGA 통산 20승 달성!!!,"호주 SOUTH AUSTRALIA주에서 열렸던, #호주OPEN 에서, #박인비 가 23개월만에 우승을 하며 #LPGA 통산 20승을 달성했어요.^^ 2008년 6월 #USOPEN 우승 이후... ^^ 대단~~~ 올해 열리는 #도쿄올림픽 에 참가하여, 다시한번 금메달을 목에 걸기위해 칼을 갈고있는 박인비는, 연초부터 기세가 대단합니다....",2020. 2. 17.
997,[ISPS Handa 여자호주오픈 4라운드] 우승 박인비 인터뷰,"박인비, -14(67-69-68-74) Q. LPGA투어 20승을 거뒀다. 지금 기분이 어떤가? -드디어 20승을 할 수 있게 되어 정말 기분이 좋다. 호주는... 우승자 박인비 정보 출신/현거주지: 대한민국 서울/네바다주 Las Vegas 생년월일: 1988년 7월 12일; 현재 31세 7개월 4일 LPGA투어 입문...",2020. 2. 18.
998,"15522 탄 메이저 우승 도전 박인비 ""날씨도 시원하고 코스도 마음에 든다""",인터뷰하는 박인비 6년 만에 메이저 대회 우승을 노리는 박인비(33)가 올해 마지막 메이저 대회인 AIG 여자오픈(총상금 450만 달러)을 앞두고 자신감을 내비쳤다. 박인비는 18일(한국시간) 영국 스코틀랜드의 커누스티 골프 링크스(파72·6천850야드)에서 열린 AIG 여자오픈 대회 공식 기자회견에...,2021. 8. 18.
999,"ANA 인스퍼레이션 이후 세계 랭킹 1~3위는 변화없었다. 고진영 , 박인비 그리고 김세영","세계 랭킹 1위 자리를 놓고 각축을 벌였던 고진영과 박인비는 두 선수 모두 10언더파 277타로 공동 7위로 대회를 마무리하여 , 세계 랭킹 1~3위에는 변화가 없었다. 1위 고진영 , 2위 박인비 , 3위 김세영 그리고 이번 'ANA 인스퍼레이션'을 공동 29위로 마무리한 김효주가 세계 랭킹 9위에...",2021. 4. 9.
1000,유세연 대표의 '제2의 손흥민ㆍ박인비 등 세계수준급 스포츠스타 양성...,20년 전 히딩크 감독이 내린 결론: 유세연 대표의 '제2의 손흥민ㆍ박인비 등 세계수준급 스포츠스타 양성' 글로벌 엘리트 스포츠 스쿨(GESS·Global Elite Sports School)이 내년 3월 개교를 목표로 준비작업에... 그러나 한국인 = 무매너란 고질적인 인간성품 플랫폼 한계점은 그냥...,2021. 11. 17.
1001,"'메이저 사냥꾼' 박인비, KPMG 여자 챔피언십 4번째 우승 도전", ,2022. 6. 21.
1002,박인비 올림픽 근황 남편 결혼 과거,박인비 올림픽 근황 남편 결혼 과거 골프여제로 올림픽 때 대한민국을 뜨겁게 달아오르게 만들었던 골프선수 박인비입니다! 1988년생으로 올해 32세이며 키는 168cm입니다. 학력은 숙명여자대학교 국제관계대학원에 재학중으로 알려져 있는데요. 1998년에 골프에 입문했다고 합니다. 2007년 LPGA투어...,2019. 10. 11.
1003,"美 ""비거리보다 일관성에 집중하는 명예의 전당 박인비""","美 ""비거리보다 일관성에 집중하는 명 예의 전당 박인비"" 기사입력 2021.07.14. 오후 12:07 최종수정 2021.07.14. 오후 12:07 52 미국 골프다이제스트가 비거리 증대의 시대에 오히려 샷 일관성에 집중하는 박인비(33)를 조명했다. 미국 골프다이제스트는 최근 ""세계 랭킹 3위 박인비는 LPGA 투어 21승...",2021. 7. 14.
1004,"15629 탄 박인비, 4퍼트 했던 홀에서 이번엔 '버디'..KB금융 둘째날 순항 중",박인비와 캐디로 나선 남폄 남기협이 경기 중 이야기를 나누고 있다. ‘골프 여제’ 박인비(33)가 4퍼트를 했던 홀에서 버디를 잡아내며 같은 실수를 하지 않았다. 박인비는 10일 경기도 이천시 블랙스톤 이천 컨트리클럽(파72)에서 열린 한국여자프로골프(KLPGA) 투어 KB금융 스타 챔피언십...,2021. 9. 10.
1005,"15237 탄 칩인 이글에 '돌부처' 박인비도 활짝…""완벽한 칩 샷""",박인비(33)가 미국여자프로골프(LPGA) 투어 메이저 대회 KPMG 위민스 PGA 챔피언십(총상금 450만 달러)에서 연이틀 마법같은 플레이를 펼치고 있다. 박인비는 26일(한국시간) 미국 조지아주 존스 크리크의 애틀랜타 애슬레틱 클럽(파72)에서 열린 대회 2라운드까지 합계 5언더파 139타를 기록해 공동...,2021. 6. 26.
